title,overview,genres,poster_path
Europe Raiders,"Mr. Lin and Ms. Lin are the number one and number two in the field. They are neither friends nor enemies, but they ultimately join hands along with trusty assistant Le Qi as they track down an infamous thief who has stolen the 'Heavenly Emperor's Hand'. Unbeknownst to them, they become the common target in a manhunt by the European triads, the CIA and many other agencies.",['Adventure'],/o3hE96lLvHPX7TROYtlLVmfjQIq.jpg
Ralph Breaks the Internet,"Video game bad guy Ralph and fellow misfit Vanellope von Schweetz must risk it all by traveling to the World Wide Web in search of a replacement part to save Vanellope's video game, Sugar Rush. In way over their heads, Ralph and Vanellope rely on the citizens of the internet — the netizens — to help navigate their way, including an entrepreneur named Yesss, who is the head algorithm and the heart and soul of trend-making site BuzzzTube.",['Adventure'],/iVCrhBcpDaHGvv7CLYbK6PuXZo1.jpg
Pokémon the Movie: The Power of Us,"A young athlete whose running days might be behind her, a compulsive liar, a shy researcher, a bitter old woman, and a little girl with a big secret—the only thing they have in common is the annual Wind Festival in Fula City.  The festival celebrates the Legendary Pokémon Lugia, who brings the wind that powers this seaside city. When a series of threats endangers not just the festival, but all the people and Pokémon of Fula City, it’ll take more than just Satoshi and Pikachu to save the day! Can everyone put aside their differences and work together—or will it all end in destruction?",['Adventure'],/5oXKbOQOsPaLscHCqHjvi7hegOJ.jpg
Mirai,"Unhappy after his new baby sister displaces him, four-year-old Kun begins meeting people and pets from his family's history in their unique house in order to help him become the big brother he was meant to be.",['Adventure'],/b9XvI4Nehzi0nXyNVD6DtT39P6l.jpg
Penguin Highway,"A fourth-grader investigates the mysterious reason behind the sudden appearance of penguins in his village, which is somehow related to a power from a young woman working at a dental clinic.",['Adventure'],/wMJJk4kkXfqwP5W7wYHWvDXhTlw.jpg
The Christmas Chronicles,"Siblings Kate and Teddy try to prove Santa Claus is real, but when they accidentally cause his sleigh to crash, they have to save Christmas.",['Adventure'],/5Il2EMSF2KecrUKZPuen6BZmaCP.jpg
One Piece: Episode of Skypiea,"The Straw Hats embark on a dangerous trip to the sky where their destination comes straight out of a fairytale. The island of Skypiea and its grand city of gold await among the clouds, but a clash of winged clans and a man who calls himself God won’t make things easy! Only Luffy can resist this God’s mighty power and light the mysteries of the past.",['Adventure'],/whvgyEpPqvKXP0vZE4PMkoUmRqb.jpg
Maze Runner: The Death Cure,"Thomas leads his group of escaped Gladers on their final and most dangerous mission yet. To save their friends, they must break into the legendary Last City, a WCKD-controlled labyrinth that may turn out to be the deadliest maze of all. Anyone who makes it out alive will get answers to the questions the Gladers have been asking since they first arrived in the maze.",['Adventure'],/drbERzlA4cuRWhsTXfFOY4mRR4f.jpg
Once Upon a Deadpool,"A kidnapped Fred Savage is forced to endure Deadpool's PG-13 rendition of Deadpool 2, as a Princess Bride-esque story that's full of magic, wonder, and zero Fs.",['Adventure'],/w6Jk8BHohhoKBUcxGeSyDQGWGWc.jpg
The Leisure Seeker,"A runaway couple go on an unforgettable journey from Boston to Key West, recapturing their passion for life and their love for each other on a road trip that provides revelation and surprise right up to the very end.",['Adventure'],/1IOnJzgbgVj85vDEIf1fPmCQ7KP.jpg
The Darkest Minds,"After a disease kills 98% of America's children, the surviving 2% develop superpowers and are placed in internment camps. A 16-year-old girl escapes her camp and joins a group of other teens on the run from the government.",['Adventure'],/8NdQneXBYVbBKt81bFhXiyThe0h.jpg
Next Gen,"A friendship with a top-secret robot turns a lonely girl's life into a thrilling adventure as they take on bullies, evil bots and a scheming madman.",['Adventure'],/hUDDo5MPWM6rc6COQYhaoRNqvhE.jpg
Animal World,"Backed into a corner by mounting debts, a youth agrees to submit himself to a high stakes game of chance in international waters aboard a disused warship.",['Adventure'],/f9M1jebQcVCqKDMDLSdcI0k1V8Q.jpg
Lean on Pete,"Charley Thompson, a teenager living with his single father, gets a summer job working for horse trainer Del Montgomery. Bonding with an aging racehorse named Lean on Pete, Charley is horrified to learn he is bound for slaughter, and so he steals the horse, and the duo embark on an odyssey across the new American frontier.",['Adventure'],/7SuPHSo9Uw8GACkP2oPst512Qhl.jpg
The Extraordinary Journey of the Fakir,Ajatashatru Lavash Patel has lived all his life in a small Mumbai neighborhood tricking people with street magic and fakir stunts. He sets out on a journey to find his estranged father but instead gets dragged on a never-ending adventure.,['Adventure'],/40ZAC1HMDL8knY9r7uJ7uwj5udy.jpg
Ant-Man and the Wasp,"Just when his time under house arrest is about to end, Scott Lang once again puts his freedom at risk to help Hope van Dyne and Dr. Hank Pym dive into the quantum realm and try to accomplish, against time and any chance of success, a very dangerous rescue mission.",['Adventure'],/cFQEO687n1K6umXbInzocxcnAQz.jpg
Hunter Killer,"Captain Glass of the USS Arkansas discovers that a coup d'état is taking place in Russia, so he and his crew join an elite group working on the ground to prevent a war.",['Adventure'],/a0j18XNVhP4RcW3wXwsqT0kVoQm.jpg
The Stolen Princess,"This wonderful story happened in the age of valiant knights, beautiful princesses, and battling sorcerers. Ruslan, a wandering artist dreaming to become a knight, met beautiful Mila and fell in love with her; he didn’t even suspect that she is the King’s daughter. However, the lovers’ happiness wasn’t meant to last too long. Chernomor, the evil sorcerer, appeared in a magic vortex and stole Mila right before Ruslan’s eyes to transform her power of love into his own magic power. Without further ado, Ruslan sets out on a chase after the stolen princess to overcome all obstacles and to prove that real love is stronger than magic.",['Adventure'],/jJaRhOk9FaPTIqP8L4NqnOYEXHo.jpg
Fantastic Beasts: The Crimes of Grindelwald,"Gellert Grindelwald has escaped imprisonment and has begun gathering followers to his cause—elevating wizards above all non-magical beings. The only one capable of putting a stop to him is the wizard he once called his closest friend, Albus Dumbledore. However, Dumbledore will need to seek help from the wizard who had thwarted Grindelwald once before, his former student Newt Scamander, who agrees to help, unaware of the dangers that lie ahead. Lines are drawn as love and loyalty are tested, even among the truest friends and family, in an increasingly divided wizarding world.",['Adventure'],/fMMrl8fD9gRCFJvsx0SuFwkEOop.jpg
Asterix: The Secret of the Magic Potion,"Following a fall during mistletoe picking, Druid Getafix decides that it is time to secure the future of the village. Accompanied by Asterix and Obelix, he undertakes to travel the Gallic world in search of a talented young druid to transmit the Secret of the Magic Potion.",['Adventure'],/5OvHpzWXBzOvgZwOoUsqNSouSwy.jpg
Adrift,"Tami Oldham and Richard Sharp couldn't anticipate that they would be sailing directly into one of the most catastrophic hurricanes in recorded history. In the aftermath of the storm, Tami awakens to find Richard badly injured and their boat in ruins. With no hope of rescue, Tami must now find the strength and determination to save herself and the only man she has ever loved.",['Adventure'],/5gLDeADaETvwQlQow5szlyuhLbj.jpg
25 km/h,"A road movie about two very different brothers who have not seen each other for 20 years: city manager Christian  and cabinetmaker Georg, who never left their hometown and took care of their father until his passing.  After their fathers funeral, the brothers decide on a whim, and with some help from the alcohol, to fulfil their old dream: travel trough Germany together on their mopeds.",['Adventure'],/gux7726i4VdKCGZFyeN6lL4Rvr3.jpg
LEGO DC Comics Super Heroes: The Flash,"Reverse-Flash manipulates the Speed Force to put the Flash into a time loop that forces him to relive the same day over and over again—with progressively disastrous results, including losing his powers and being fired by the Justice League. The Flash must find a way to restore time to its original path and finally apprehend his worst enemy before all is lost for the Flash…and the world!",['Adventure'],/9oUCHY4vsjXM6cQpvZmBrd6lusQ.jpg
Smallfoot,A bright young yeti finds something he thought didn't exist—a human. News of this “smallfoot” throws the simple yeti community into an uproar over what else might be out there in the big world beyond their snowy village.,['Adventure'],/zfaiO7QgpcvR8XDOMokWLRfKeTE.jpg
The Man Who Killed Don Quixote,"Toby, a cynical film director finds himself trapped in the outrageous delusions of an old Spanish shoe-maker who believes himself to be Don Quixote. In the course of their comic and increasingly surreal adventures, Toby is forced to confront the tragic repercussions of a film he made in his idealistic youth.",['Adventure'],/4o4zw2c9sfHvszIb5xpuFagnouR.jpg
Snake,"In order to save his ill daughter, a biology teacher joins a group of scientists who are searching for a plant called 'the fruit of life' deep in a hidden jungle. However, what they discover is far beyond what they ever imagined",['Adventure'],/lJaVskIfMEcmsdjxFDjgYUbU2Gj.jpg
Bumblebee,"On the run in the year 1987, Bumblebee finds refuge in a junkyard in a small Californian beach town. Charlie, on the cusp of turning 18 and trying to find her place in the world, discovers Bumblebee, battle-scarred and broken.  When Charlie revives him, she quickly learns this is no ordinary yellow VW bug.",['Adventure'],/fw02ONlDhrYjTSZV8XO6hhU3ds3.jpg
Maya the Bee: The Honey Games,"When an overenthusiastic Maya accidentally embarrasses the Empress of Buzztropolis, she is forced to unite with a team of misfit bugs and compete in the Honey Games for a chance to save her hive.",['Adventure'],/my34w43Z0l2XGvpHiAOYkTm6M8P.jpg
Dilili in Paris,"With the help of her delivery-boy friend, Dilili, a young Kanak, investigates a spate of mysterious kidnappings of young girls that is plaguing Belle Epoque Paris.  In the course of her investigation she encounters a series of extraordinary characters, each of whom provides her with clues that will help her in her quest.",['Adventure'],/zhbSs7eruoT68NZcSkmtPYWHkU5.jpg
Peter Rabbit,Peter Rabbit's feud with Mr. McGregor escalates to greater heights than ever before as they rival for the affections of the warm-hearted animal lover who lives next door.,['Adventure'],/cBWtdp8mgce4QQkH697LpaL0Iik.jpg
Monster Hunt 2,"The sequel to Monster Hunt. Set in a world where monsters and humans co-exist, the franchise tells the story of Wuba, a baby monster born to be king. Wuba becomes the central figure in stopping an all-out monster civil war.",['Adventure'],/3IxcMNvnDKDKFpLzMH73LwnbXAm.jpg
Modest Heroes,"Two tiny, aquatic humanoids search for their missing father, a boy battles a lethal allergy to eggs, and an invisible salaryman tries to become a hero.",['Adventure'],/5jURYLaG6BX0klRHsiHc3pzOlOm.jpg
